TargetFeature,Subject,Age,Ethnicity,Sex,Block,Trial,Lag,T1SPE,T2SPE,T2isT1,T1Pos,T2Pos,T1Resp,T2Resp,T1Conf,T2Conf,T1RespPos,T2RespPos,Stim1,Stim2,Stim3,Stim4,Stim5,Stim6,Stim7,Stim8,Stim9,Stim10,Stim11,Stim12,Stim13,Stim14,Stim15,Stim16,Stim17,Stim18,Stim19,Stim20,Stim21,Stim22,Stim23,Stim24,Stim25,Stim26
Annulus,120,19,White/Caucasian,male,4,2,1,0,-8,0,9,10,N,V,1,1,9,2,U,V,B,G,H,X,C,L,N,Z,J,Q,O,R,F,I,D,E,A,M,W,S,K,P,T,Y
Annulus,120,19,White/Caucasian,male,4,3,6,6,1,0,7,13,J,D,1,1,13,14,W,O,F,P,V,H,N,S,Y,E,C,B,J,D,U,A,I,X,R,K,L,Z,Q,G,M,T
Annulus,120,19,White/Caucasian,male,4,4,1,0,6,0,10,11,I,C,2,1,10,17,F,W,M,A,B,R,L,D,Z,I,H,Q,P,Y,G,X,C,N,O,J,K,S,T,E,U,V
Annulus,120,19,White/Caucasian,male,4,5,3,0,-1,0,10,13,M,T,2,1,10,12,D,W,V,J,K,N,E,A,G,M,Y,T,P,S,F,C,L,B,X,H,Z,I,U,O,R,Q
Annulus,120,19,White/Caucasian,male,4,6,2,0,12,0,7,9,B,I,2,1,7,21,H,C,G,W,Y,V,B,L,J,Q,T,S,F,M,O,U,P,A,Z,N,I,E,R,X,D,K
Annulus,120,19,White/Caucasian,male,4,7,1,-1,-8,0,9,10,W,K,1,1,8,2,F,K,B,M,H,G,J,W,C,Z,L,S,Y,R,I,D,O,Q,P,X,U,T,A,N,E,V
Annulus,120,19,White/Caucasian,male,4,8,2,1,-3,0,6,8,S,W,1,1,7,5,C,X,M,Q,W,R,S,Y,J,A,U,V,E,N,P,D,O,Z,L,T,F,K,G,B,I,H
Annulus,120,19,White/Caucasian,male,4,9,2,0,-1,0,6,8,A,O,1,1,6,7,K,F,G,X,P,A,O,Y,T,E,Q,L,B,N,S,W,M,Z,I,U,R,D,V,H,C,J
Annulus,120,19,White/Caucasian,male,4,10,9,0,1,0,6,15,R,T,2,2,6,16,B,M,P,N,O,R,J,A,Z,F,V,I,W,X,K,T,C,D,S,E,L,Q,Y,G,H,U
Annulus,120,19,White/Caucasian,male,4,11,2,-10,1,0,10,12,,K,1,1,,13,W,D,I,P,X,E,B,A,R,V,H,Q,K,L,G,Y,Z,S,N,O,U,M,C,J,T,F
Annulus,120,19,White/Caucasian,male,4,12,3,1,-5,0,10,13,Z,H,1,1,11,8,Q,B,G,V,U,P,M,H,O,F,Z,T,D,Y,N,K,X,C,J,L,W,E,I,A,S,R
Annulus,120,19,White/Caucasian,male,4,13,6,1,1,0,9,15,F,C,1,1,10,16,N,S,A,B,H,P,Y,Z,E,F,U,W,M,Q,G,C,K,D,O,L,X,J,I,T,R,V
Annulus,120,19,White/Caucasian,male,4,14,3,17,-5,0,9,12,C,J,1,1,26,7,Y,E,Z,O,H,M,J,A,N,G,D,Q,X,W,L,T,B,R,V,U,K,P,S,I,F,C
Annulus,120,19,White/Caucasian,male,4,15,2,0,-1,0,9,11,V,H,2,1,9,10,T,N,X,F,Z,S,W,A,V,H,O,D,B,R,E,J,P,C,M,I,Y,L,U,G,Q,K
Annulus,120,19,White/Caucasian,male,4,16,9,3,-13,0,9,18,H,V,1,1,12,5,T,X,C,O,V,L,J,M,P,F,Q,H,S,D,B,A,Z,G,W,R,Y,K,N,U,I,E
Annulus,120,19,White/Caucasian,male,4,17,1,0,-2,0,10,11,C,O,2,1,10,9,P,E,D,R,W,I,X,S,O,C,Y,K,F,U,G,B,T,A,Z,J,N,M,H,V,L,Q
Annulus,120,19,White/Caucasian,male,4,18,6,6,3,0,8,14,Y,V,1,1,14,17,R,M,A,S,H,T,Q,P,G,J,W,B,F,Y,K,X,V,Z,C,U,E,O,L,N,I,D
Annulus,120,19,White/Caucasian,male,4,19,3,0,3,0,7,10,A,N,1,1,7,13,V,O,I,M,C,T,A,Y,D,S,E,P,N,K,J,G,F,H,U,X,Q,W,Z,L,B,R
Annulus,120,19,White/Caucasian,male,4,20,1,-1,-1,1,7,8,U,K,1,1,6,7,D,I,S,J,L,U,K,V,E,M,F,R,P,Y,W,B,Q,N,G,H,T,X,Z,C,A,O
Annulus,120,19,White/Caucasian,male,4,21,1,-5,0,0,6,7,K,V,1,1,1,7,K,Y,B,H,R,W,V,E,N,C,G,F,S,T,I,X,M,J,L,D,O,Q,U,Z,P,A
Annulus,120,19,White/Caucasian,male,4,22,1,-1,1,0,8,9,M,J,1,1,7,10,F,X,C,O,I,Z,M,Q,W,J,U,N,P,H,D,R,Y,A,T,B,K,G,S,V,E,L
Annulus,120,19,White/Caucasian,male,4,23,1,0,0,0,7,8,T,U,1,1,7,8,Y,D,I,W,F,Z,T,U,B,E,K,Q,H,N,G,V,O,L,A,J,P,X,R,M,S,C
Annulus,120,19,White/Caucasian,male,4,24,9,-1,-8,0,7,16,P,R,2,1,6,8,N,Y,Q,J,A,P,H,R,O,Z,K,U,M,T,X,F,V,C,W,L,D,B,E,S,G,I
Annulus,120,19,White/Caucasian,male,4,25,9,0,1,0,10,19,C,B,2,2,10,20,L,K,H,Z,D,M,U,I,W,C,G,F,N,Q,J,P,Y,R,X,B,O,A,S,T,E,V
Annulus,120,19,White/Caucasian,male,4,26,2,1,-8,0,8,10,U,C,1,1,9,2,B,C,Z,L,P,A,T,G,U,W,N,Q,R,I,H,V,Y,X,J,O,K,M,D,E,S,F
Annulus,120,19,White/Caucasian,male,4,27,6,0,0,0,6,12,J,C,1,1,6,12,A,E,I,P,H,J,G,D,S,K,B,C,T,Y,U,F,M,O,R,L,N,V,Q,Z,W,X
Annulus,120,19,White/Caucasian,male,4,28,6,0,-5,0,7,13,L,J,2,1,7,8,F,U,A,K,G,S,L,J,W,X,H,D,T,N,Z,P,Q,M,C,E,V,B,Y,I,O,R
Annulus,120,19,White/Caucasian,male,4,29,2,0,-1,0,7,9,E,F,2,1,7,8,J,G,H,I,L,C,E,F,P,T,W,S,X,N,D,R,Y,A,U,V,Q,Z,M,K,B,O
Annulus,120,19,White/Caucasian,male,4,30,6,0,2,0,9,15,M,J,2,1,9,17,R,B,E,O,W,U,G,P,M,A,H,V,X,I,S,L,J,K,Y,Q,F,Z,C,T,D,N
Annulus,120,19,White/Caucasian,male,4,31,6,1,2,0,10,16,T,X,1,2,11,18,U,E,M,Z,P,C,W,O,J,N,T,V,H,B,A,R,Q,X,I,D,K,G,Y,F,L,S
Annulus,120,19,White/Caucasian,male,4,32,3,-1,3,0,9,12,N,A,2,1,8,15,Q,V,C,E,I,S,L,N,Z,P,D,J,R,F,A,H,U,M,X,Y,G,K,T,W,O,B
Annulus,120,19,White/Caucasian,male,4,33,2,-1,1,0,10,12,S,C,2,1,9,13,R,B,U,L,P,M,H,Y,S,J,D,T,C,X,I,E,W,Z,O,A,N,V,K,G,Q,F
Annulus,120,19,White/Caucasian,male,4,34,9,1,6,0,9,18,T,V,1,1,10,24,J,O,S,L,N,Y,Z,F,Q,T,E,K,M,U,H,R,A,I,W,D,G,B,P,V,C,X
Annulus,120,19,White/Caucasian,male,4,35,2,0,1,0,8,10,U,V,1,1,8,11,B,C,K,O,P,E,A,U,Y,F,V,Z,L,Q,X,R,S,I,M,J,D,G,W,T,H,N
Annulus,120,19,White/Caucasian,male,4,36,3,1,1,0,6,9,O,E,1,1,7,10,F,K,H,L,G,V,O,U,X,E,T,J,M,I,N,W,S,D,R,Q,C,A,Z,B,Y,P
Annulus,120,19,White/Caucasian,male,4,37,6,-1,2,0,6,12,N,J,2,2,5,14,U,C,T,B,N,R,Z,G,F,H,K,A,X,J,S,E,V,Q,P,M,O,D,Y,I,W,L
Annulus,120,19,White/Caucasian,male,4,38,3,-1,2,0,6,9,B,V,1,2,5,11,T,C,P,E,B,L,H,M,X,G,V,S,F,Y,R,K,J,D,A,N,I,U,Q,W,O,Z
Annulus,120,19,White/Caucasian,male,4,39,9,-2,-1,0,8,17,N,Z,1,2,6,16,V,O,J,I,P,N,H,T,G,W,Q,B,L,A,S,Z,X,F,C,D,M,U,R,Y,K,E
Annulus,120,19,White/Caucasian,male,4,40,3,7,3,0,8,11,V,O,1,1,15,14,G,H,E,T,Q,A,D,X,M,B,K,J,N,O,V,C,S,W,P,F,I,R,U,L,Y,Z
Annulus,120,19,White/Caucasian,male,4,41,2,0,-3,0,9,11,A,I,2,2,9,8,G,J,Z,V,P,E,M,I,A,F,L,T,Y,C,U,W,O,S,B,Q,H,X,K,N,D,R
Annulus,120,19,White/Caucasian,male,4,42,9,-1,-8,0,6,15,B,F,1,2,5,7,M,I,S,W,B,Q,F,D,N,V,J,H,Z,P,C,K,E,X,O,Y,A,T,R,G,U,L
Annulus,120,19,White/Caucasian,male,4,43,3,0,1,0,8,11,V,U,2,3,8,12,A,O,M,T,P,K,Q,V,H,G,Y,U,X,J,E,W,D,C,L,N,B,R,I,Z,F,S
Annulus,120,19,White/Caucasian,male,4,44,9,1,-9,1,7,16,K,S,2,2,8,7,O,D,M,C,T,H,S,K,V,E,I,B,X,J,G,R,P,Z,F,Q,L,U,A,W,N,Y
Annulus,120,19,White/Caucasian,male,4,45,1,-1,-8,0,8,9,Y,V,1,1,7,1,V,L,B,K,J,I,Y,T,N,E,Z,F,O,A,Q,R,C,D,H,X,P,U,M,G,W,S
Annulus,120,19,White/Caucasian,male,4,46,9,1,0,0,8,17,X,I,2,2,9,17,H,B,S,T,P,M,W,V,X,E,C,K,A,L,D,O,I,G,U,R,Z,N,Q,Y,J,F
Annulus,120,19,White/Caucasian,male,4,47,1,-1,-3,0,6,7,D,J,2,1,5,4,L,S,K,J,D,Q,F,C,W,H,R,Z,I,E,A,V,U,O,N,B,G,T,M,X,Y,P
Annulus,120,19,White/Caucasian,male,4,48,6,0,2,0,8,14,W,S,2,1,8,16,K,A,M,L,N,R,B,W,T,O,Y,P,D,Z,G,S,X,U,C,E,F,J,V,H,I,Q
Annulus,120,19,White/Caucasian,male,4,49,3,-1,2,0,7,10,H,J,2,2,6,12,B,O,C,U,S,H,E,D,P,N,W,J,K,R,A,G,Q,Y,V,L,I,F,T,M,X,Z
Annulus,120,19,White/Caucasian,male,4,50,9,1,7,0,10,19,V,J,2,1,11,26,F,O,B,G,H,E,I,U,Y,P,V,K,Q,S,C,A,M,T,R,N,L,X,D,Z,W,J
Annulus,120,19,White/Caucasian,male,5,1,2,-4,-2,1,7,9,B,Z,1,1,3,7,W,A,B,V,G,Q,Z,P,F,I,O,J,Y,T,S,N,L,H,D,K,C,R,X,E,M,U
Annulus,120,19,White/Caucasian,male,5,2,1,0,-2,0,9,10,K,V,1,1,9,8,D,N,I,T,M,R,G,V,K,P,U,Q,H,A,B,Z,O,X,F,Y,L,W,C,E,S,J
Annulus,120,19,White/Caucasian,male,5,3,2,0,11,0,6,8,S,I,2,1,6,19,B,G,L,D,N,S,J,W,X,C,R,M,E,U,H,O,P,Q,I,F,T,Z,V,A,K,Y
Annulus,120,19,White/Caucasian,male,5,4,1,0,-7,0,7,8,I,K,1,1,7,1,K,C,S,N,W,R,I,H,J,V,Q,T,Z,A,G,Y,M,B,F,O,X,E,L,U,P,D
Annulus,120,19,White/Caucasian,male,5,5,1,3,0,0,10,11,S,V,1,1,13,11,N,O,J,L,B,P,U,T,E,H,V,C,S,R,Q,X,F,D,Z,I,Y,K,M,G,A,W
Annulus,120,19,White/Caucasian,male,5,6,3,0,-7,0,10,13,N,K,1,1,10,6,X,E,Q,C,O,K,J,H,A,N,T,V,S,F,W,R,B,I,M,D,G,Z,L,P,U,Y
Annulus,120,19,White/Caucasian,male,5,7,6,1,1,0,9,15,O,Q,1,1,10,16,I,J,S,A,H,U,T,X,L,O,R,E,W,G,F,Q,M,V,Z,P,D,N,K,C,Y,B
Annulus,120,19,White/Caucasian,male,5,8,2,-1,0,0,6,8,E,U,1,1,5,8,F,L,S,Q,E,O,R,U,P,Z,T,V,W,G,D,A,C,B,I,M,K,X,J,N,H,Y
Annulus,120,19,White/Caucasian,male,5,9,2,0,-3,0,9,11,P,K,2,1,9,8,B,O,E,F,R,J,W,K,P,D,C,U,M,A,L,S,T,H,N,V,I,Y,Q,Z,X,G
Annulus,120,19,White/Caucasian,male,5,10,2,0,15,0,9,11,A,U,1,1,9,26,M,X,R,D,I,G,K,H,A,C,J,Z,P,W,Y,E,T,B,S,L,O,F,V,N,Q,U
Annulus,120,19,White/Caucasian,male,5,11,9,0,0,0,7,16,R,W,2,2,7,16,A,D,G,H,J,N,R,I,P,M,T,Y,X,O,E,W,Q,C,B,S,U,L,V,Z,K,F
Annulus,120,19,White/Caucasian,male,5,12,9,19,-4,0,6,15,R,B,1,1,25,11,L,Q,Z,N,O,G,W,A,V,D,B,H,Y,T,J,F,U,P,M,S,X,E,I,C,R,K
Annulus,120,19,White/Caucasian,male,5,13,9,-1,1,0,9,18,S,T,2,1,8,19,L,I,W,H,N,V,J,S,Q,U,P,Y,M,R,C,K,B,D,T,F,X,A,O,Z,G,E
Annulus,120,19,White/Caucasian,male,5,14,2,1,10,0,8,10,S,T,2,1,9,20,K,D,H,M,C,Z,L,J,S,U,N,Y,O,V,A,Q,B,E,R,T,X,F,I,G,W,P
Annulus,120,19,White/Caucasian,male,5,15,1,18,0,0,6,7,Q,A,1,1,24,7,X,D,B,M,P,G,A,Z,S,N,V,Y,F,R,I,C,W,O,E,L,K,T,U,Q,J,H
Annulus,120,19,White/Caucasian,male,5,16,9,0,0,0,10,19,F,V,1,1,10,19,O,J,K,Z,M,B,H,C,R,F,Y,P,A,L,N,W,U,X,V,G,D,T,I,S,E,Q
Annulus,120,19,White/Caucasian,male,5,17,6,-1,3,0,10,16,N,J,1,1,9,19,T,Q,O,E,G,A,V,L,N,K,U,F,M,I,S,D,Y,H,J,W,P,X,R,Z,C,B
Annulus,120,19,White/Caucasian,male,5,18,9,0,-1,0,9,18,X,F,1,1,9,17,K,W,S,P,M,B,G,E,X,Y,O,R,Z,A,D,J,F,V,H,Q,N,T,C,U,I,L
Annulus,120,19,White/Caucasian,male,5,19,6,-2,1,0,6,12,N,X,1,2,4,13,R,K,I,N,U,B,Z,P,J,W,G,H,X,L,T,V,E,F,D,Y,Q,S,M,O,A,C
Annulus,120,19,White/Caucasian,male,5,20,1,1,-2,0,8,9,A,F,1,1,9,7,V,E,M,P,Z,I,F,S,A,N,W,Y,X,Q,R,G,D,H,K,C,T,O,B,J,U,L
Annulus,120,19,White/Caucasian,male,5,21,2,0,1,0,7,9,X,J,1,2,7,10,P,L,E,C,R,V,X,Y,M,J,O,U,Q,Z,N,H,B,F,G,S,D,A,T,K,I,W
Annulus,120,19,White/Caucasian,male,5,22,3,1,2,0,8,11,T,A,1,1,9,13,L,F,N,W,M,P,D,H,T,Q,S,I,A,X,K,O,B,Z,G,R,E,V,Y,U,J,C
Annulus,120,19,White/Caucasian,male,5,23,3,-6,-3,1,6,9,,Q,1,1,,6,J,S,F,C,L,Q,W,I,G,Y,Z,V,M,T,O,E,K,U,N,H,P,A,X,D,B,R
Annulus,120,19,White/Caucasian,male,5,24,1,5,-1,1,9,10,R,Z,1,1,14,9,B,N,A,X,K,S,V,H,Z,Y,E,M,G,R,P,Q,D,I,C,J,L,F,W,U,T,O
Annulus,120,19,White/Caucasian,male,5,25,3,1,1,0,10,13,S,H,1,2,11,14,X,E,M,A,J,Q,L,U,D,K,S,V,W,H,C,P,Z,O,T,I,G,R,N,B,F,Y
Annulus,120,19,White/Caucasian,male,5,26,9,0,1,0,6,15,A,J,2,1,6,16,I,N,E,B,S,A,D,F,K,Z,L,C,W,V,Q,J,P,O,U,X,R,Y,T,M,H,G
Annulus,120,19,White/Caucasian,male,5,27,1,0,10,0,6,7,I,V,2,2,6,17,N,A,J,P,X,I,W,H,F,L,M,C,E,Q,O,D,V,K,G,Y,R,B,Z,S,T,U
Annulus,120,19,White/Caucasian,male,5,28,9,-2,0,0,8,17,B,S,2,1,6,17,V,K,D,L,Y,B,I,T,W,R,C,H,U,M,Z,N,S,F,O,J,X,G,P,E,Q,A
Annulus,120,19,White/Caucasian,male,5,29,9,0,-10,0,10,19,J,V,2,1,10,9,H,N,K,U,F,O,L,C,V,J,E,Z,X,Q,T,R,M,I,D,B,P,S,W,G,A,Y
Annulus,120,19,White/Caucasian,male,5,30,3,-1,-9,0,7,10,T,O,2,1,6,1,O,L,I,R,Y,T,V,K,E,U,N,D,G,H,F,A,Q,P,S,Z,W,X,B,J,M,C
Annulus,120,19,White/Caucasian,male,5,31,1,0,-2,0,8,9,S,A,1,1,8,7,Z,X,D,B,G,H,A,S,J,P,Y,O,K,R,C,N,T,W,U,I,V,L,E,M,Q,F
Annulus,120,19,White/Caucasian,male,5,32,2,0,10,0,8,10,N,V,2,2,8,20,Q,R,C,T,Y,M,O,N,P,X,I,Z,L,J,D,F,S,U,W,V,K,G,H,A,B,E
Annulus,120,19,White/Caucasian,male,5,33,6,11,1,0,8,14,O,G,1,2,19,15,A,Z,B,N,F,W,R,Q,H,J,S,Y,P,D,G,I,T,E,O,C,K,M,U,L,X,V
Annulus,120,19,White/Caucasian,male,5,34,3,1,2,0,6,9,R,O,1,1,7,11,P,G,J,T,K,I,R,W,Z,D,O,Q,A,F,E,S,V,N,L,C,M,Y,H,X,B,U
Annulus,120,19,White/Caucasian,male,5,35,1,-3,-5,0,10,11,V,T,1,1,7,6,R,F,G,E,Z,T,V,A,Y,X,C,L,Q,S,D,I,B,J,M,N,W,K,P,H,U,O
Annulus,120,19,White/Caucasian,male,5,36,3,-1,-3,1,7,10,T,E,1,1,6,7,B,R,W,N,Z,T,E,V,O,C,P,X,G,Q,L,K,J,F,H,U,D,S,Y,A,I,M
Annulus,120,19,White/Caucasian,male,5,37,3,0,2,0,9,12,O,V,1,1,9,14,B,W,E,U,F,N,L,C,O,X,T,A,K,V,H,Y,S,I,M,Z,R,J,Q,G,D,P
Annulus,120,19,White/Caucasian,male,5,38,6,11,1,0,7,13,O,C,1,2,18,14,Q,H,P,R,E,L,D,T,V,X,J,A,G,C,I,W,U,O,B,Z,N,K,M,Y,S,F
Annulus,120,19,White/Caucasian,male,5,39,6,-1,1,0,6,12,S,E,2,1,5,13,W,V,Z,T,S,B,X,G,Y,N,K,H,E,A,F,L,U,Q,C,O,P,I,J,D,R,M
Annulus,120,19,White/Caucasian,male,5,40,6,0,1,0,7,13,M,K,1,1,7,14,J,B,Z,G,U,R,M,D,L,E,X,W,I,K,H,S,Q,P,O,T,V,A,Y,F,N,C
Annulus,120,19,White/Caucasian,male,5,41,3,1,-1,0,9,12,F,A,1,1,10,11,L,N,W,B,O,R,T,M,Y,F,A,U,P,D,K,S,Z,I,G,H,X,C,E,V,J,Q
Annulus,120,19,White/Caucasian,male,5,42,1,-1,3,0,7,8,A,U,1,1,6,11,R,T,Z,K,M,A,E,H,J,Y,U,P,W,I,L,O,X,G,D,S,Q,B,F,C,V,N
Annulus,120,19,White/Caucasian,male,5,43,2,0,-3,0,10,12,S,B,1,2,10,9,L,F,G,K,N,W,M,J,B,S,U,X,H,D,Z,O,Q,Y,P,V,I,T,E,R,A,C
Annulus,120,19,White/Caucasian,male,5,44,9,0,1,0,8,17,L,H,1,1,8,18,U,V,O,N,E,C,G,L,A,D,M,S,Y,B,X,T,F,H,K,W,R,J,Q,I,P,Z
Annulus,120,19,White/Caucasian,male,5,45,3,-7,-4,0,8,11,U,V,1,1,1,7,U,W,J,P,T,Y,V,S,Q,D,X,C,E,Z,R,I,O,K,N,F,L,A,H,B,G,M
Annulus,120,19,White/Caucasian,male,5,46,6,-3,-7,0,10,16,U,S,1,1,7,9,I,R,F,V,D,O,U,J,S,L,C,W,Q,E,T,Y,M,A,B,K,H,Z,X,G,P,N
Annulus,120,19,White/Caucasian,male,5,47,6,-1,1,0,8,14,K,W,1,2,7,15,E,B,F,C,I,A,K,R,X,T,S,G,Q,H,W,V,D,O,U,N,Z,Y,J,L,M,P
Annulus,120,19,White/Caucasian,male,5,48,2,-1,2,0,10,12,H,B,1,1,9,14,R,F,N,D,T,A,S,I,H,L,G,U,M,B,K,Q,V,W,X,J,Z,P,C,O,E,Y
Annulus,120,19,White/Caucasian,male,5,49,6,1,1,0,9,15,V,K,1,1,10,16,I,D,S,M,P,Q,T,Z,Y,V,N,W,X,J,E,K,B,H,C,F,R,O,L,U,A,G
Annulus,120,19,White/Caucasian,male,5,50,9,12,1,0,7,16,V,U,2,1,19,17,A,X,D,K,C,Z,T,Y,P,O,H,M,J,L,Q,N,U,S,V,E,B,G,I,F,R,W
Annulus,120,19,Native American,male,1,1,6,-9,-15,0,9,15,,,,,,,I,D,C,Q,U,T,E,Z,N,V,K,O,R,F,Y,J,L,A,B,H,W,G,P,M,S,X
Annulus,120,19,Native American,male,1,2,3,-6,-9,0,6,9,,,,,,,H,K,X,U,R,B,J,N,O,P,M,W,F,Q,D,V,C,G,A,Y,L,E,S,T,I,Z
Annulus,120,19,Native American,male,1,3,6,-6,-12,0,6,12,,,,,,,B,O,G,V,A,W,R,L,C,E,Z,Y,I,H,M,J,T,Q,D,F,U,X,N,P,S,K
Annulus,120,19,Native American,male,1,4,6,-7,-13,0,7,13,,,,,,,Y,K,A,E,Z,P,R,F,O,L,Q,W,D,J,H,I,N,V,U,S,G,C,M,T,X,B
Annulus,120,19,Native American,male,1,5,2,-9,-11,0,9,11,,,,,,,Z,O,N,E,Y,G,K,J,D,T,R,A,H,B,W,C,X,P,L,Q,M,I,V,S,F,U
Annulus,120,19,Native American,male,1,6,1,-7,-8,0,7,8,,,,,,,E,F,R,J,U,G,Z,D,T,M,S,Q,V,K,A,W,H,L,N,Y,P,O,C,X,B,I
Annulus,120,19,Native American,male,1,7,2,-6,-8,0,6,8,,,,,,,K,M,S,N,Q,I,Y,P,L,Z,H,W,O,R,E,X,F,T,D,G,J,C,V,U,B,A
Annulus,120,19,Native American,male,1,8,9,-8,-17,0,8,17,,,,,,,J,C,Q,E,X,I,H,D,L,A,O,R,V,G,S,N,K,Z,P,U,F,W,B,Y,T,M
Annulus,120,19,Native American,male,1,9,6,-6,-12,0,6,12,,,,,,,F,D,V,W,Z,Y,S,O,H,P,X,G,R,T,A,J,I,E,U,M,N,K,L,Q,C,B
Annulus,120,19,Native American,male,1,10,2,-6,-8,0,6,8,,,,,,,M,R,L,S,X,Z,O,I,B,U,H,N,C,Y,K,F,D,T,J,A,E,G,W,Q,V,P
Annulus,120,19,Native American,male,2,1,2,-2,3,0,7,9,W,R,2,2,5,12,C,Y,O,U,W,Z,K,G,N,X,I,R,B,H,V,E,S,P,L,Q,J,F,D,T,M,A
Annulus,120,19,Native American,male,2,2,3,0,1,0,6,9,T,R,2,3,6,10,U,V,A,O,Y,T,D,P,Q,R,B,W,S,K,G,N,X,F,L,J,M,Z,H,C,I,E
Annulus,120,19,Native American,male,2,3,9,0,0,0,8,17,A,W,3,3,8,17,V,P,N,H,D,O,S,A,I,L,T,X,M,E,F,Q,W,Z,K,J,G,C,U,B,R,Y
Annulus,120,19,Native American,male,2,4,1,0,-1,1,10,11,S,S,3,,10,10,X,L,V,W,F,C,H,D,E,S,B,U,N,I,A,P,K,O,Y,J,R,T,G,M,Q,Z
Annulus,120,19,Native American,male,2,5,3,-1,14,0,9,12,M,O,2,1,8,26,S,Z,A,G,F,C,N,M,J,U,X,W,B,D,E,I,T,V,K,Y,Q,P,R,L,H,O
Annulus,120,19,Native American,male,2,6,6,-1,-14,0,9,15,W,R,3,2,8,1,R,O,M,H,F,Y,X,W,C,L,A,K,Z,Q,D,T,V,S,G,N,I,P,U,J,E,B
Annulus,120,19,Native American,male,2,7,6,0,9,0,7,13,D,F,3,3,7,22,Y,W,C,O,N,K,D,S,Z,V,A,U,R,L,E,X,P,H,Q,I,G,F,B,J,T,M
Annulus,120,19,Native American,male,2,8,9,1,-6,0,9,18,M,C,2,1,10,12,D,H,R,T,K,U,S,P,Y,M,O,C,F,Z,I,G,B,W,E,Q,A,N,V,L,X,J
Annulus,120,19,Native American,male,2,9,3,2,-4,0,8,11,B,R,3,3,10,7,L,G,S,K,C,X,R,E,V,B,F,Y,Q,O,U,A,W,P,J,N,Z,I,T,D,H,M
Annulus,120,19,Native American,male,2,10,1,-2,-4,0,7,8,W,R,2,1,5,4,G,M,V,R,W,S,K,H,F,Q,Z,U,N,A,O,C,I,J,P,X,B,L,D,E,T,Y
Annulus,120,19,Native American,male,2,11,9,-7,0,0,7,16,GH,B,1,3,,16,T,F,R,S,C,K,P,E,A,Y,H,G,J,I,D,B,X,L,Q,Z,W,O,U,N,V,M
Annulus,120,19,Native American,male,2,12,9,0,1,0,6,15,M,F,3,3,6,16,N,Y,C,Q,L,M,I,R,S,G,E,J,V,P,O,F,Z,B,K,D,W,X,H,A,T,U
Annulus,120,19,Native American,male,2,13,1,10,9,0,7,8,A,A,3,2,17,17,Z,K,X,F,B,L,Q,U,T,H,J,W,E,P,S,C,A,G,V,O,Y,D,M,I,R,N
Annulus,120,19,Native American,male,2,14,2,-3,-2,1,9,11,F,G,3,3,6,9,K,M,J,B,X,F,E,O,G,W,C,V,L,S,Y,H,R,P,D,Q,I,T,A,N,U,Z
Annulus,120,19,Native American,male,2,15,3,-7,12,0,7,10,,D,,2,,22,R,E,Y,A,N,C,L,X,Q,K,T,O,B,P,U,Z,J,F,W,H,M,D,V,S,I,G
Annulus,120,19,Native American,male,2,16,6,-6,-12,0,9,15,V,V,2,2,3,3,H,Z,V,I,M,P,Y,W,X,U,O,E,Q,G,R,B,J,L,S,F,C,K,A,D,N,T
Annulus,120,19,Native American,male,2,17,9,17,-15,0,7,16,S,F,2,2,24,1,F,H,W,T,N,P,E,B,M,V,D,L,G,Y,A,O,K,R,Q,U,I,Z,X,S,J,C
Annulus,120,19,Native American,male,2,18,1,-3,-4,0,6,7,F,F,2,3,3,3,M,C,F,X,D,E,B,Q,A,Y,N,R,Z,G,L,W,P,T,O,S,I,J,K,H,U,V
Annulus,120,19,Native American,male,2,19,2,1,13,0,10,12,W,D,,3,11,25,R,X,G,N,M,E,K,B,F,Q,W,V,C,J,Y,A,L,H,P,Z,T,S,I,O,D,U
Annulus,120,19,Native American,male,2,20,3,5,-1,0,10,13,W,E,2,2,15,12,X,Z,S,J,V,D,C,Q,Y,B,N,E,L,R,W,H,T,F,P,K,U,G,M,O,A,I
Annulus,120,19,Native American,male,2,21,9,-8,-5,0,8,17,,F,,1,,12,O,Y,U,E,S,G,J,N,P,H,I,F,K,V,X,C,B,W,L,T,D,M,Z,A,R,Q
Annulus,120,19,Native American,male,2,22,3,-10,-13,0,10,13,,RT,3,2,,,P,F,S,G,Z,K,X,M,U,B,E,D,I,T,W,C,N,O,V,Q,A,H,Y,L,R,J
Annulus,120,19,Native American,male,2,23,3,2,-1,0,6,9,E,E,2,2,8,8,Q,C,O,F,G,D,I,E,A,S,T,R,J,B,Y,Z,M,K,N,U,H,X,W,L,V,P
Annulus,120,19,Native American,male,2,24,1,-2,4,0,8,9,E,M,3,1,6,13,D,V,Q,J,Y,E,X,L,A,U,H,K,M,G,C,W,T,R,F,N,B,P,Z,O,I,S
Annulus,120,19,Native American,male,2,25,3,0,7,0,7,10,B,R,3,2,7,17,N,D,S,W,U,X,B,M,A,P,Z,H,E,L,F,K,R,C,V,J,T,Y,O,G,I,Q
Annulus,120,19,Native American,male,2,26,1,0,10,0,8,9,A,H,3,1,8,19,J,G,W,E,M,X,F,A,Q,T,R,Y,C,D,O,I,S,B,H,U,N,L,K,Z,V,P
