SOA,Subject,Age,Ethnicity,Sex,Block,Lag,T1Pos,T2Pos,T1RespPos,T2RespPos,T1SPE,T2SPE,T1Resp,T2Resp,T1Conf,T2Conf
100,41,20,White/Caucasian,male,2,6,6,12,6,12,0,0,L,M,3,3
100,41,20,White/Caucasian,male,2,2,6,8,6,8,0,0,D,P,3,3
100,41,20,White/Caucasian,male,2,1,6,7,6,7,0,0,A,X,3,3
100,41,20,White/Caucasian,male,2,6,8,14,8,14,0,0,J,N,3,3
100,41,20,White/Caucasian,male,2,6,6,12,6,12,0,0,J,G,3,3
100,41,20,White/Caucasian,male,2,1,7,8,7,8,0,0,M,Y,3,3
100,41,20,White/Caucasian,male,2,9,8,17,8,17,0,0,L,E,3,3
100,41,20,White/Caucasian,male,2,6,9,15,9,15,0,0,C,M,3,3
100,41,20,White/Caucasian,male,2,2,8,10,8,10,0,0,G,V,3,1
100,41,20,White/Caucasian,male,2,9,8,17,8,17,0,0,X,J,3,3
100,41,20,White/Caucasian,male,2,1,9,10,9,10,0,0,K,O,3,3
100,41,20,White/Caucasian,male,2,2,10,12,10,12,0,0,F,C,3,3
100,41,20,White/Caucasian,male,2,6,10,16,10,16,0,0,X,C,3,3
100,41,20,White/Caucasian,male,2,9,6,15,6,15,0,0,E,C,3,3
100,41,20,White/Caucasian,male,2,3,10,13,10,13,0,0,M,F,3,3
100,41,20,White/Caucasian,male,2,9,6,15,6,15,0,0,X,N,3,3
100,41,20,White/Caucasian,male,2,1,6,7,6,7,0,0,I,S,3,3
100,41,20,White/Caucasian,male,2,1,10,11,10,11,0,0,O,L,3,3
100,41,20,White/Caucasian,male,2,9,7,16,7,16,0,0,F,R,2,3
100,41,20,White/Caucasian,male,2,2,9,11,9,11,0,0,A,V,3,3
100,41,20,White/Caucasian,male,2,9,9,18,9,18,0,0,V,L,3,3
100,41,20,White/Caucasian,male,2,3,9,12,9,12,0,0,M,G,3,3
100,41,20,White/Caucasian,male,2,3,7,10,7,10,0,0,B,N,3,3
100,41,20,White/Caucasian,male,3,9,7,16,7,16,0,0,R,M,3,3
100,41,20,White/Caucasian,male,3,9,7,16,7,16,0,0,L,V,3,3
100,41,20,White/Caucasian,male,3,6,9,15,9,15,0,0,Y,W,3,3
100,41,20,White/Caucasian,male,3,9,10,19,10,19,0,0,F,C,3,3
100,41,20,White/Caucasian,male,3,1,7,8,7,8,0,0,I,M,3,3
100,41,20,White/Caucasian,male,3,3,6,9,6,9,0,0,Q,I,3,3
100,41,20,White/Caucasian,male,3,1,6,7,6,7,0,0,R,Y,2,3
100,41,20,White/Caucasian,male,3,1,10,11,10,11,0,0,S,Y,3,3
100,41,20,White/Caucasian,male,3,2,9,11,9,11,0,0,A,C,3,2
100,41,20,White/Caucasian,male,3,2,8,10,8,10,0,0,V,B,3,3
100,41,20,White/Caucasian,male,3,2,10,12,10,12,0,0,K,E,3,2
100,41,20,White/Caucasian,male,3,6,8,14,8,14,0,0,Z,W,3,3
100,41,20,White/Caucasian,male,3,2,7,9,,9,,0,,V,1,2
100,41,20,White/Caucasian,male,3,1,7,8,7,8,0,0,M,G,2,2
100,41,20,White/Caucasian,male,3,9,9,18,9,18,0,0,V,Q,3,3
100,41,20,White/Caucasian,male,3,6,6,12,6,12,0,0,D,R,3,3
100,41,20,White/Caucasian,male,3,6,6,12,6,12,0,0,Z,T,3,3
100,41,20,White/Caucasian,male,3,2,9,11,9,11,0,0,Q,W,3,3
100,41,20,White/Caucasian,male,3,9,6,15,6,15,0,0,O,Z,3,3
100,41,20,White/Caucasian,male,3,3,9,12,9,12,0,0,C,F,3,3
100,41,20,White/Caucasian,male,3,6,10,16,10,16,0,0,U,B,3,3
100,41,20,White/Caucasian,male,3,1,9,10,10,9,1,-1,Z,M,3,3
100,41,20,White/Caucasian,male,3,3,7,10,7,10,0,0,Z,Q,,3
100,41,20,White/Caucasian,male,3,9,6,15,6,15,0,0,V,K,3,3
100,41,20,White/Caucasian,male,3,6,10,16,10,16,0,0,T,Y,3,3
100,41,20,White/Caucasian,male,3,6,7,13,7,13,0,0,W,R,3,3
100,41,20,White/Caucasian,male,3,2,8,10,8,9,0,-1,T,Y,3,1
100,41,20,White/Caucasian,male,3,1,9,10,9,10,0,0,M,O,3,3
100,41,20,White/Caucasian,male,3,6,6,12,6,12,0,0,E,M,3,3
100,41,20,White/Caucasian,male,3,6,8,14,8,14,0,0,G,Q,3,3
100,41,20,White/Caucasian,male,3,9,6,15,6,15,0,0,A,V,3,3
100,41,20,White/Caucasian,male,3,3,8,11,8,11,0,0,Q,T,3,3
100,41,20,White/Caucasian,male,3,6,8,14,8,14,0,0,P,V,3,3
100,41,20,White/Caucasian,male,3,9,8,17,8,17,0,0,N,Z,3,3
100,41,20,White/Caucasian,male,3,6,7,13,7,13,0,0,C,Z,3,3
100,41,20,White/Caucasian,male,3,9,9,18,9,18,0,0,L,N,3,3
100,41,20,White/Caucasian,male,3,3,8,11,8,11,0,0,L,E,3,3
100,41,20,White/Caucasian,male,3,3,7,10,7,11,0,1,U,A,3,2
100,41,20,White/Caucasian,male,3,2,10,12,10,12,0,0,L,M,3,3
100,41,20,White/Caucasian,male,3,1,10,11,11,10,1,-1,O,Q,3,3
100,41,20,White/Caucasian,male,3,6,10,16,6,16,-4,0,Q,O,1,3
100,41,20,White/Caucasian,male,3,9,10,19,10,19,0,0,C,U,3,3
100,41,20,White/Caucasian,male,3,1,6,7,6,7,0,0,K,Q,3,3
100,41,20,White/Caucasian,male,3,3,6,9,,9,,0,,Z,1,3
100,41,20,White/Caucasian,male,3,6,7,13,7,13,0,0,D,X,3,3
100,41,20,White/Caucasian,male,3,2,7,9,7,9,0,0,E,S,3,3
100,41,20,White/Caucasian,male,3,3,9,12,9,12,0,0,K,G,2,2
100,41,20,White/Caucasian,male,3,6,9,15,9,15,0,0,Q,T,3,3
100,41,20,White/Caucasian,male,3,3,10,13,10,4,0,-9,X,Y,3,3
100,41,20,White/Caucasian,male,3,3,10,13,10,14,0,1,T,A,3,2
100,41,20,White/Caucasian,male,3,2,10,12,10,12,0,0,X,I,3,3
100,41,20,White/Caucasian,male,3,2,6,8,6,8,0,0,U,I,3,3
100,41,20,White/Caucasian,male,3,1,7,8,7,8,0,0,L,Q,3,3
100,41,20,White/Caucasian,male,3,9,9,18,9,18,0,0,N,Y,3,3
100,41,20,White/Caucasian,male,3,1,10,11,10,11,0,0,P,U,2,2
100,41,20,White/Caucasian,male,3,3,7,10,7,10,0,0,U,W,3,3
100,41,20,White/Caucasian,male,3,2,9,11,9,11,0,0,P,E,3,2
100,41,20,White/Caucasian,male,3,1,9,10,9,10,0,0,S,K,3,3
100,41,20,White/Caucasian,male,3,2,8,10,8,10,0,0,C,X,3,3
100,41,20,White/Caucasian,male,3,2,6,8,6,8,0,0,U,O,3,2
100,41,20,White/Caucasian,male,3,9,7,16,7,16,0,0,Z,X,3,3
100,41,20,White/Caucasian,male,3,9,10,19,10,19,0,0,H,P,2,2
100,41,20,White/Caucasian,male,3,1,8,9,8,9,0,0,Q,K,3,3
100,41,20,White/Caucasian,male,3,6,9,15,9,15,0,0,J,D,3,3
100,41,20,White/Caucasian,male,3,1,6,7,6,7,0,0,A,M,3,3
100,41,20,White/Caucasian,male,3,1,8,9,9,11,1,2,W,V,3,1
100,41,20,White/Caucasian,male,3,2,7,9,7,10,0,1,C,K,3,3
100,41,20,White/Caucasian,male,3,9,8,17,8,17,0,0,T,Y,3,3
100,41,20,White/Caucasian,male,3,3,6,9,6,9,0,0,W,N,3,3
100,41,20,White/Caucasian,male,3,3,8,11,8,11,0,0,R,I,3,3
100,41,20,White/Caucasian,male,3,3,10,13,10,13,0,0,D,M,,3
100,41,20,White/Caucasian,male,3,9,8,17,8,17,0,0,N,X,3,3
100,41,20,White/Caucasian,male,3,2,6,8,6,8,0,0,B,H,3,3
100,41,20,White/Caucasian,male,3,3,9,12,9,12,0,0,G,Z,3,3
100,41,20,White/Caucasian,male,3,1,8,9,8,9,0,0,I,O,3,3
100,41,20,White/Caucasian,male,4,9,10,19,10,19,0,0,F,P,3,3
100,41,20,White/Caucasian,male,4,9,10,19,10,19,0,0,Z,D,3,3
100,41,20,White/Caucasian,male,4,9,8,17,8,17,0,0,I,Y,3,3
100,41,20,White/Caucasian,male,4,3,9,12,9,12,0,0,T,J,3,3
100,41,20,White/Caucasian,male,4,2,7,9,7,9,0,0,P,X,3,3
100,41,20,White/Caucasian,male,4,9,7,16,7,16,0,0,R,D,3,3
100,41,20,White/Caucasian,male,4,1,7,8,7,8,0,0,I,F,3,3
100,41,20,White/Caucasian,male,4,1,9,10,9,10,0,0,F,P,3,3
100,41,20,White/Caucasian,male,4,6,7,13,7,13,0,0,B,G,3,3
100,41,20,White/Caucasian,male,4,6,10,16,10,16,0,0,K,Q,3,3
100,41,20,White/Caucasian,male,4,6,9,15,9,15,0,0,S,T,3,3
100,41,20,White/Caucasian,male,4,9,9,18,9,18,0,0,U,J,3,3
100,41,20,White/Caucasian,male,4,1,8,9,8,9,0,0,B,U,3,3
100,41,20,White/Caucasian,male,4,1,7,8,7,8,0,0,M,J,3,3
100,41,20,White/Caucasian,male,4,6,8,14,8,14,0,0,X,H,3,3
100,41,20,White/Caucasian,male,4,2,9,11,9,11,0,0,K,U,3,3
100,41,20,White/Caucasian,male,4,1,6,7,6,7,0,0,C,K,3,3
100,41,20,White/Caucasian,male,4,3,10,13,10,13,0,0,U,J,3,3
100,41,20,White/Caucasian,male,4,2,10,12,10,12,0,0,O,Z,3,3
100,41,20,White/Caucasian,male,4,9,7,16,7,16,0,0,C,E,3,3
100,41,20,White/Caucasian,male,4,3,10,13,10,13,0,0,U,Z,3,3
100,41,20,White/Caucasian,male,4,2,8,10,8,11,0,1,I,M,3,3
100,41,20,White/Caucasian,male,4,6,7,13,7,13,0,0,W,S,3,3
100,41,20,White/Caucasian,male,4,2,8,10,8,10,0,0,Z,U,3,3
100,41,20,White/Caucasian,male,4,1,9,10,9,10,0,0,G,O,3,3
100,41,20,White/Caucasian,male,4,9,10,19,10,19,0,0,T,R,3,3
100,41,20,White/Caucasian,male,4,3,7,10,7,10,0,0,X,U,3,3
100,41,20,White/Caucasian,male,4,3,7,10,7,10,0,0,J,M,3,3
100,41,20,White/Caucasian,male,4,6,9,15,9,15,0,0,R,J,3,3
100,41,20,White/Caucasian,male,4,3,6,9,6,9,0,0,U,I,3,3
100,41,20,White/Caucasian,male,4,6,6,12,6,12,0,0,D,Z,3,3
100,41,20,White/Caucasian,male,4,6,10,16,10,16,0,0,S,N,3,3
100,41,20,White/Caucasian,male,4,1,8,9,8,9,0,0,D,O,3,3
100,41,20,White/Caucasian,male,4,2,10,12,10,14,0,2,J,M,3,3
100,41,20,White/Caucasian,male,4,6,10,16,10,16,0,0,B,A,3,3
100,41,20,White/Caucasian,male,4,9,9,18,9,18,0,0,H,X,3,3
100,41,20,White/Caucasian,male,4,9,8,17,8,17,0,0,P,H,3,3
100,41,20,White/Caucasian,male,4,3,8,11,8,12,0,1,I,J,3,3
100,41,20,White/Caucasian,male,4,1,6,7,6,7,0,0,R,Y,3,3
100,41,20,White/Caucasian,male,4,6,6,12,6,12,0,0,Y,W,3,3
100,41,20,White/Caucasian,male,4,6,6,12,6,12,0,0,P,U,3,3
100,41,20,White/Caucasian,male,4,6,7,13,,13,,0,,N,,3
100,41,20,White/Caucasian,male,4,3,9,12,9,12,0,0,H,O,3,3
100,41,20,White/Caucasian,male,4,1,9,10,9,10,0,0,H,P,3,3
100,41,20,White/Caucasian,male,4,2,9,11,9,11,0,0,S,L,3,3
100,41,20,White/Caucasian,male,4,9,6,15,6,15,0,0,I,P,3,3
100,41,20,White/Caucasian,male,4,2,6,8,,,,,,,,
100,41,20,White/Caucasian,male,4,1,10,11,10,11,0,0,E,U,3,3
100,41,20,White/Caucasian,male,4,1,10,11,10,11,0,0,E,X,3,3
100,41,20,White/Caucasian,male,4,9,6,15,6,15,0,0,W,E,3,3
100,41,20,White/Caucasian,male,4,3,7,10,7,10,0,0,V,J,3,3
100,41,20,White/Caucasian,male,4,1,10,11,10,11,0,0,D,T,3,3
100,41,20,White/Caucasian,male,4,1,8,9,8,9,0,0,S,B,3,3
100,41,20,White/Caucasian,male,4,2,7,9,7,9,0,0,U,B,3,3
100,41,20,White/Caucasian,male,4,6,9,15,9,15,0,0,X,C,3,3
100,41,20,White/Caucasian,male,4,2,6,8,6,9,0,1,V,H,3,3
100,41,20,White/Caucasian,male,4,1,6,7,6,7,0,0,G,K,3,3
100,41,20,White/Caucasian,male,4,2,10,12,10,12,0,0,E,M,3,3
100,41,20,White/Caucasian,male,4,3,8,11,8,11,0,0,K,C,3,3
100,41,20,White/Caucasian,male,4,3,8,11,8,7,0,-4,R,S,3,3
100,41,20,White/Caucasian,male,4,6,8,14,8,14,0,0,Y,Z,3,3
100,41,20,White/Caucasian,male,4,1,7,8,7,8,0,0,Y,M,3,3
100,41,20,White/Caucasian,male,4,2,9,11,9,11,0,0,Q,F,3,3
100,41,20,White/Caucasian,male,4,9,7,16,7,16,0,0,R,F,3,3
100,41,20,White/Caucasian,male,4,6,8,14,8,14,0,0,N,L,3,3
100,41,20,White/Caucasian,male,4,3,9,12,9,12,0,0,S,F,3,3
100,41,20,White/Caucasian,male,4,3,6,9,6,9,0,0,E,V,3,3
100,41,20,White/Caucasian,male,4,2,8,10,8,10,0,0,I,W,3,3
100,41,20,White/Caucasian,male,4,9,9,18,9,18,0,0,S,V,3,3
100,41,20,White/Caucasian,male,4,9,6,15,6,15,0,0,Q,B,3,3
100,41,20,White/Caucasian,male,4,3,6,9,6,9,0,0,J,I,3,3
100,41,20,White/Caucasian,male,4,3,10,13,10,13,0,0,I,A,3,3
100,41,20,White/Caucasian,male,4,2,6,8,6,8,0,0,R,W,3,3
100,41,20,White/Caucasian,male,4,9,8,17,8,17,0,0,P,M,3,2
100,41,20,White/Caucasian,male,4,2,7,9,7,9,0,0,A,I,3,3
66,5,21,White/Caucasian,male,2,3,7,10,9,11,2,1,W,A,2,1
66,5,21,White/Caucasian,male,2,2,10,12,11,21,1,9,S,M,1,1
66,5,21,White/Caucasian,male,2,2,7,9,7,9,0,0,U,W,2,2
66,5,21,White/Caucasian,male,2,2,8,10,8,20,0,10,K,L,2,1
66,5,21,White/Caucasian,male,2,9,6,15,17,16,11,1,S,T,1,1
66,5,21,White/Caucasian,male,2,3,10,13,10,11,0,-2,N,U,1,1
66,5,21,White/Caucasian,male,2,9,7,16,8,16,1,0,S,C,2,2
66,5,21,White/Caucasian,male,2,2,6,8,6,9,0,1,W,C,2,1
66,5,21,White/Caucasian,male,2,3,6,9,6,3,0,-6,U,L,2,1
66,5,21,White/Caucasian,male,2,1,6,7,7,7,1,0,G,G,1,1
66,5,21,White/Caucasian,male,2,9,7,16,7,16,0,0,Z,T,1,2
66,5,21,White/Caucasian,male,2,1,10,11,10,11,0,0,I,G,1,2
66,5,21,White/Caucasian,male,2,2,6,8,6,7,0,-1,U,L,2,2
66,5,21,White/Caucasian,male,2,1,7,8,7,9,0,1,G,U,2,2
66,5,21,White/Caucasian,male,2,9,8,17,8,7,0,-10,Z,E,1,2
66,5,21,White/Caucasian,male,2,6,7,13,7,13,0,0,O,J,2,2
66,5,21,White/Caucasian,male,2,9,8,17,8,17,0,0,A,N,2,3
66,5,21,White/Caucasian,male,2,9,9,18,9,18,0,0,Q,I,2,3
66,5,21,White/Caucasian,male,2,3,8,11,8,18,0,7,S,M,2,1
66,5,21,White/Caucasian,male,2,1,8,9,7,9,-1,0,U,W,2,1
66,5,21,White/Caucasian,male,2,2,10,12,10,12,0,0,G,M,2,2
66,5,21,White/Caucasian,male,2,3,9,12,22,12,13,0,I,L,1,3
66,5,21,White/Caucasian,male,2,9,9,18,9,25,0,7,E,L,3,3
66,5,21,White/Caucasian,male,2,9,10,19,10,19,0,0,I,V,3,3
66,5,21,White/Caucasian,male,2,3,6,9,6,9,0,0,I,O,1,1
66,5,21,White/Caucasian,male,2,6,10,16,10,16,0,0,R,W,2,1
66,5,21,White/Caucasian,male,2,2,9,11,9,25,0,14,C,E,2,1
66,5,21,White/Caucasian,male,2,3,7,10,7,10,0,0,H,K,3,2
66,5,21,White/Caucasian,male,2,1,6,7,6,20,0,13,Z,L,2,1
66,5,21,White/Caucasian,male,2,6,9,15,9,15,0,0,R,C,1,3
66,5,21,White/Caucasian,male,2,1,7,8,8,8,1,0,H,H,1,1
66,5,21,White/Caucasian,male,2,1,8,9,5,9,-3,0,I,L,1,1
66,5,21,White/Caucasian,male,2,1,9,10,19,10,10,0,L,F,1,2
66,5,21,White/Caucasian,male,2,6,7,13,7,13,0,0,E,W,2,2
66,5,21,White/Caucasian,male,2,1,9,10,10,9,1,-1,B,I,,2
66,5,21,White/Caucasian,male,2,6,8,14,8,15,0,1,J,N,3,2
66,5,21,White/Caucasian,male,2,2,10,12,10,25,0,13,G,J,3,1
66,5,21,White/Caucasian,male,2,2,9,11,9,14,0,3,S,Z,1,1
66,5,21,White/Caucasian,male,2,9,10,19,10,19,0,0,K,R,3,3
66,5,21,White/Caucasian,male,2,6,6,12,6,12,0,0,F,R,2,2
66,5,21,White/Caucasian,male,2,6,9,15,9,15,0,0,J,R,2,2
66,5,21,White/Caucasian,male,2,6,7,13,7,13,0,0,S,N,2,3
66,5,21,White/Caucasian,male,2,3,9,12,9,12,0,0,Y,B,2,2
66,5,21,White/Caucasian,male,2,2,7,9,7,10,0,1,N,W,1,2
66,5,21,White/Caucasian,male,2,1,8,9,10,9,2,0,L,A,2,2
66,5,21,White/Caucasian,male,2,1,10,11,11,11,1,0,R,R,1,1
66,5,21,White/Caucasian,male,2,9,7,16,7,16,0,0,H,N,2,2
66,5,21,White/Caucasian,male,2,2,9,11,9,11,0,0,W,U,3,2
66,5,21,White/Caucasian,male,2,3,8,11,8,11,0,0,D,J,2,2
66,5,21,White/Caucasian,male,2,6,9,15,9,19,0,4,U,L,2,1
66,5,21,White/Caucasian,male,2,9,10,19,10,19,0,0,N,M,2,3
66,5,21,White/Caucasian,male,2,2,8,10,8,11,0,1,H,W,2,2
66,5,21,White/Caucasian,male,2,3,9,12,22,12,13,0,D,E,1,2
66,5,21,White/Caucasian,male,2,3,10,13,10,14,0,1,O,W,3,2
66,5,21,White/Caucasian,male,2,6,10,16,10,16,0,0,T,P,3,3
66,5,21,White/Caucasian,male,2,6,8,14,8,6,0,-8,Z,P,3,3
66,5,21,White/Caucasian,male,2,9,6,15,6,15,0,0,O,H,3,3
66,5,21,White/Caucasian,male,2,3,10,13,10,13,0,0,U,C,3,3
66,5,21,White/Caucasian,male,2,3,8,11,3,11,-5,0,Z,J,1,2
66,5,21,White/Caucasian,male,2,1,10,11,11,11,1,0,V,V,1,1
66,5,21,White/Caucasian,male,2,9,9,18,9,18,0,0,Y,O,2,3
66,5,21,White/Caucasian,male,2,3,6,9,25,25,19,16,Y,Y,1,1
66,5,21,White/Caucasian,male,2,2,6,8,6,8,0,0,U,Q,2,2
66,5,21,White/Caucasian,male,2,6,6,12,6,15,0,3,A,V,3,2
66,5,21,White/Caucasian,male,2,1,6,7,17,4,11,-3,A,V,,3
66,5,21,White/Caucasian,male,2,2,8,10,8,10,0,0,W,J,3,3
66,5,21,White/Caucasian,male,2,9,6,15,6,15,0,0,X,L,3,3
66,5,21,White/Caucasian,male,2,6,6,12,3,10,-3,-2,O,M,2,3
66,5,21,White/Caucasian,male,2,3,7,10,7,12,0,2,C,N,3,1
66,5,21,White/Caucasian,male,2,2,7,9,7,9,0,0,Y,M,3,2
66,5,21,White/Caucasian,male,2,1,9,10,9,10,0,0,H,I,2,2
66,5,21,White/Caucasian,male,2,6,10,16,10,16,0,0,R,M,3,3
66,5,21,White/Caucasian,male,2,9,8,17,8,17,0,0,D,Z,2,2
66,5,21,White/Caucasian,male,2,1,7,8,7,,0,,N,,2,1
66,5,21,White/Caucasian,male,2,6,8,14,8,14,0,0,P,T,3,3
66,5,21,White/Caucasian,male,3,1,6,7,6,7,0,0,H,C,2,2
66,5,21,White/Caucasian,male,3,2,9,11,9,17,0,6,V,C,3,2
66,5,21,White/Caucasian,male,3,9,7,16,7,16,0,0,T,B,3,3
66,5,21,White/Caucasian,male,3,6,7,13,7,13,0,0,W,K,3,3
66,5,21,White/Caucasian,male,3,2,9,11,9,11,0,0,V,B,3,3
66,5,21,White/Caucasian,male,3,3,6,9,6,9,0,0,F,O,3,3
66,5,21,White/Caucasian,male,3,3,10,13,10,13,0,0,S,X,3,3
66,5,21,White/Caucasian,male,3,3,10,13,10,13,0,0,B,X,2,2
66,5,21,White/Caucasian,male,3,9,10,19,10,19,0,0,O,E,2,1
66,5,21,White/Caucasian,male,3,1,8,9,9,8,1,-1,F,K,1,1
66,5,21,White/Caucasian,male,3,9,8,17,8,17,0,0,O,V,3,3
66,5,21,White/Caucasian,male,3,3,10,13,10,13,0,0,H,J,2,2
66,5,21,White/Caucasian,male,3,6,9,15,9,15,0,0,M,F,2,2
66,5,21,White/Caucasian,male,3,6,6,12,6,12,0,0,Y,T,2,2
66,5,21,White/Caucasian,male,3,1,10,11,10,11,0,0,F,U,2,2
66,5,21,White/Caucasian,male,3,6,8,14,8,14,0,0,T,C,3,3
66,5,21,White/Caucasian,male,3,9,9,18,9,18,0,0,O,J,3,3
66,5,21,White/Caucasian,male,3,9,6,15,6,15,0,0,P,T,3,3
66,5,21,White/Caucasian,male,3,3,8,11,8,11,0,0,X,F,1,1
66,5,21,White/Caucasian,male,3,3,9,12,9,16,0,4,Q,C,3,1
66,5,21,White/Caucasian,male,3,3,8,11,8,11,0,0,E,L,2,2
66,5,21,White/Caucasian,male,3,2,7,9,7,9,0,0,P,B,2,2
66,5,21,White/Caucasian,male,3,2,8,10,6,10,-2,0,P,W,1,3
66,5,21,White/Caucasian,male,3,9,6,15,6,16,0,1,B,K,2,3
66,5,21,White/Caucasian,male,3,3,6,9,6,5,0,-4,U,W,2,2
66,5,21,White/Caucasian,male,3,3,7,10,7,10,0,0,D,U,2,2
66,5,21,White/Caucasian,male,3,1,10,11,10,,0,,C,,1,1
66,5,21,White/Caucasian,male,3,9,10,19,10,19,0,0,C,Z,3,3
66,5,21,White/Caucasian,male,3,3,9,12,9,25,0,13,L,V,2,1
66,5,21,White/Caucasian,male,3,3,7,10,7,10,0,0,V,A,3,3
66,5,21,White/Caucasian,male,3,2,6,8,6,11,0,3,V,L,1,1
66,5,21,White/Caucasian,male,3,6,7,13,9,13,2,0,A,X,1,2
66,5,21,White/Caucasian,male,3,2,10,12,10,12,0,0,M,U,2,2
66,5,21,White/Caucasian,male,3,1,6,7,12,8,6,1,I,W,2,2
66,5,21,White/Caucasian,male,3,1,7,8,7,8,0,0,I,U,2,2
66,5,21,White/Caucasian,male,3,9,10,19,10,19,0,0,M,U,3,3
66,5,21,White/Caucasian,male,3,9,8,17,8,17,0,0,I,R,3,2
66,5,21,White/Caucasian,male,3,6,10,16,11,17,1,1,M,K,1,1
66,5,21,White/Caucasian,male,3,1,10,11,11,12,1,1,A,K,3,1
66,5,21,White/Caucasian,male,3,1,9,10,20,10,11,0,Y,S,1,3
66,5,21,White/Caucasian,male,3,6,7,13,7,13,0,0,W,E,3,3
66,5,21,White/Caucasian,male,3,9,8,17,8,17,0,0,U,P,3,3
66,5,21,White/Caucasian,male,3,1,7,8,6,16,-1,8,N,E,1,1
66,5,21,White/Caucasian,male,3,1,9,10,10,10,1,0,G,G,2,2
66,5,21,White/Caucasian,male,3,9,9,18,9,18,0,0,Y,S,2,3
66,5,21,White/Caucasian,male,3,2,9,11,9,11,0,0,K,J,3,3
66,5,21,White/Caucasian,male,3,6,9,15,9,15,0,0,B,M,3,3
66,5,21,White/Caucasian,male,3,1,8,9,9,12,1,3,Y,I,1,1
66,5,21,White/Caucasian,male,3,2,6,8,,8,,0,,W,3,3
66,5,21,White/Caucasian,male,3,2,8,10,8,10,0,0,J,V,3,3
66,5,21,White/Caucasian,male,3,9,7,16,7,16,0,0,V,K,3,2
66,5,21,White/Caucasian,male,3,6,8,14,8,14,0,0,W,A,3,3
66,5,21,White/Caucasian,male,3,2,10,12,10,12,0,0,R,W,3,3
66,5,21,White/Caucasian,male,3,2,6,8,6,4,0,-4,Z,Y,1,1
66,5,21,White/Caucasian,male,3,3,9,12,9,22,0,10,Y,R,3,1
66,5,21,White/Caucasian,male,3,1,8,9,8,9,0,0,P,O,1,1
66,5,21,White/Caucasian,male,3,2,10,12,8,10,-2,-2,B,E,2,2
66,5,21,White/Caucasian,male,3,6,6,12,6,12,0,0,I,X,3,3
66,5,21,White/Caucasian,male,3,1,9,10,10,10,1,0,S,S,2,2
66,5,21,White/Caucasian,male,3,6,9,15,9,15,0,0,J,B,3,2
66,5,21,White/Caucasian,male,3,2,7,9,7,9,0,0,Q,O,3,1
66,5,21,White/Caucasian,male,3,1,7,8,5,8,-2,0,P,Z,1,1
66,5,21,White/Caucasian,male,3,3,8,11,8,12,0,1,J,Q,2,1
66,5,21,White/Caucasian,male,3,6,6,12,6,12,0,0,N,G,3,3
66,5,21,White/Caucasian,male,3,9,7,16,7,16,0,0,Q,Z,2,2
66,5,21,White/Caucasian,male,3,3,6,9,8,10,2,1,S,M,1,2
66,5,21,White/Caucasian,male,3,9,6,15,6,15,0,0,R,D,2,2
66,5,21,White/Caucasian,male,3,1,6,7,6,7,0,0,S,G,1,2
66,5,21,White/Caucasian,male,3,2,8,10,8,10,0,0,L,K,3,3
66,5,21,White/Caucasian,male,3,9,9,18,9,18,0,0,U,L,2,3
66,5,21,White/Caucasian,male,3,6,10,16,10,16,0,0,K,C,3,3
66,5,21,White/Caucasian,male,3,6,10,16,10,16,0,0,U,N,3,3
66,5,21,White/Caucasian,male,3,6,8,14,8,14,0,0,Q,W,2,2
66,5,21,White/Caucasian,male,3,3,7,10,7,14,0,4,W,L,2,2
66,5,21,White/Caucasian,male,3,2,7,9,7,11,0,2,N,L,2,2
66,5,21,White/Caucasian,male,4,9,6,15,6,15,0,0,D,L,2,3
66,5,21,White/Caucasian,male,4,6,10,16,10,16,0,0,O,B,2,2
66,5,21,White/Caucasian,male,4,9,7,16,4,16,-3,0,L,J,3,3
66,5,21,White/Caucasian,male,4,2,10,12,10,12,0,0,S,I,3,2
66,5,21,White/Caucasian,male,4,3,6,9,7,9,1,0,X,N,2,2
66,5,21,White/Caucasian,male,4,1,7,8,7,6,0,-2,S,T,2,1
66,5,21,White/Caucasian,male,4,2,7,9,7,9,0,0,U,T,2,2
66,5,21,White/Caucasian,male,4,6,7,13,7,13,0,0,Z,L,2,2
66,5,21,White/Caucasian,male,4,9,7,16,7,16,0,0,S,H,2,2
66,5,21,White/Caucasian,male,4,2,8,10,8,3,0,-7,D,L,2,3
66,5,21,White/Caucasian,male,4,1,6,7,6,7,0,0,S,L,1,2
66,5,21,White/Caucasian,male,4,6,10,16,10,16,0,0,G,Y,3,3
66,5,21,White/Caucasian,male,4,3,10,13,11,11,1,-2,A,A,1,1
66,5,21,White/Caucasian,male,4,3,9,12,9,12,0,0,M,A,2,3
66,5,21,White/Caucasian,male,4,1,10,11,10,11,0,0,A,J,3,3
66,5,21,White/Caucasian,male,4,6,7,13,7,13,0,0,C,N,2,2
66,5,21,White/Caucasian,male,4,3,7,10,7,12,0,2,I,A,2,2
66,5,21,White/Caucasian,male,4,3,6,9,6,9,0,0,V,M,2,2
66,5,21,White/Caucasian,male,4,9,9,18,9,18,0,0,S,A,3,3
66,5,21,White/Caucasian,male,4,1,9,10,9,4,0,-6,L,E,2,2
66,5,21,White/Caucasian,male,4,3,10,13,10,12,0,-1,N,K,2,1
66,5,21,White/Caucasian,male,4,2,6,8,6,8,0,0,T,N,2,2
